Feature ID	Taxon	Confidence
c19f14a675483ad2395d88603f0fb61d	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_A_595421	0.9999774346046747
2d1a8d17f2d571c088f24dc560a681d1	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae	0.9999991305883966
27f20701a9bc7eccfbbbc0dbc4309d83	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Micropepsales; f__Micropepsaceae; g__Micropepsis; s__Micropepsis pineolensis	0.9595332856546431
33f5de3be1db47e496a7ea0eff910175	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__Aquisphaera	0.8646134347003126
d28b9a0e62b4a10d670ccf55a63dc54a	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__UBA10212; g__21-14-0-10-47-8-A; s__	0.7780587276437058
225d1e40366f63636c3ad791b18e750f	d__Bacteria; p__Eremiobacterota; c__Eremiobacteria; o__Baltobacterales; f__Baltobacteraceae; g__Tyrphobacter	0.7078908018190966
3f86b8b984f21615407263d240d94bc3	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales; f__Acidobacteriaceae; g__Occallatibacter; s__Occallatibacter riparius	0.9967593586020281
bf7e53a4f4afdce9ee7c120d7345b9a4	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales; f__Acidobacteriaceae	0.9999970861266935
09fc396e6f80bc3672a32a0f017e3a13	d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__GWC2-73-18; s__GWC2-73-18 sp001794945	0.9756955918044781
22bab45d6cfd36601d930df43d9aaf97	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.9985078318484832
91494e96169bd770df20e731ef9b8d98	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae	0.9986425414905836
66f7ff5f04b892923822f2d746a9226b	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Micropepsales; f__; g__; s__	0.7427406561024487
4af9bf7a1475a97975637bf6acd4ded8	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae; g__Palsa-187; s__	0.9997448081150846
296961a5aa4958fbed396b20edd4522b	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Micropepsales	0.7386509860828504
fc491f16ad766b6a589834d924863bbb	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Azospirillales_507929; f__Azospirillaceae_507917	0.8952576642540396
f162bb1210ce7759bc7271676e7e586e	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__Aquisphaera	0.9400827092092017
7ac216aee88de4f44ed04cbbd7f22c6e	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Acidoferrales; f__UBA7541; g__Palsa-189; s__Palsa-189 sp003223325	0.9608906911840702
986bcd998d129fb05cd4f7bda484dac2	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae	0.999984171978479
c30bba8c15130026c0b7c1ea614f59cb	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__; s__	0.7233751417059849
e0290761a0dde9579d422c1fc8714728	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Acidoferrales; f__UBA7541; g__Palsa-295	0.8116546441986263
06bea6e238d1ef0dda391f092593dfd2	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides_A_392796	0.9966053562768451
869a7487afb000b55d58eadb01cd57fd	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101	0.9850640704751693
6fcf769a3361e99d0d2dee4e315b847e	d__Bacteria	0.9999999999964008
67ccc115f54d93eb166859434204a338	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Rhizobiaceae; g__Rhizobium_C_501058	0.85279502358293
aabf02dcd637e6d9459fd0dec5b72021	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101	0.9851009993831377
903da3ae23aab69152e331bd71d78013	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__JC017; s__JC017 sp004296775	0.8636365684480849
86beda066f0af89cbaad743759e291e6	d__Bacteria; p__Bacteroidota; c__UBA10030; o__UBA10030; f__UBA6906; g__CAADGV01; s__	0.9858472108598969
bd005e347a1a47f5f61137974b9186bb	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae	0.9996238416187091
e9adef6a1782d33b72ec76da37f21229	d__Bacteria; p__Actinomycetota; c__Acidimicrobiia_401430; o__IMCC26256; f__IMCC26256; g__SHUZ01; s__SHUZ01 sp009694415	0.9763517878600231
dcdc1df2e4b113d4709a18c1bb29c779	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Azospirillales_507929	0.9068642174429932
a193b974f8edcf889461c85f942acf1b	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__UBA4664; f__UBA4664; g__UBA4664; s__UBA4664 sp002415345	0.991844411513905
f2a4f0d2acddc6d194a4587c2f11af7d	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Beijerinckiaceae	0.9798740215338804
8f16def4f4359df1c93ea1761cf19279	d__Bacteria; p__Campylobacterota_A; c__Campylobacteria; o__Campylobacterales; f__Sulfurimonadaceae; g__Sulfuricurvum	0.9999995391750014
ac3e3530c3bdff6240df4f1b114e4893	d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__GWC2-73-18; s__	0.7292821045994533
ccf3aaa08a32a7f524ce252c9d810110	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.9977829729958532
715f33cc7a7f1208d901478c6171fa15	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae	0.9993967710100609
869cc40ed9f26f8f1dd5ad73900de693	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales; f__Acidobacteriaceae; g__Acidicapsa; s__Acidicapsa dinghuensis	0.8206122558110914
c6f232c2fddfb51a5b746883c3d00c2a	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.9954000485393324
abe1184bf14252e021e697aea5fe4092	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Xanthobacteraceae	0.9692234364099295
04c37ca268cf0ae9673565a951898675	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__GIF9; f__UBA5629; g__UBA1162; s__UBA1162 sp003142375	0.7735696697838947
ed6ad6536abbc4512debf1281f35e973	d__Bacteria; p__Chloroflexota; c__Dormibacteria; o__UBA8260; f__UBA8260; g__Palsa-851	0.8769846640735738
875c1e721546a483d079557238680ed4	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae; g__Palsa-187; s__Palsa-187 sp902826605	0.9999961394439281
eee93f2f40cf5b5ec5633c94fe67428c	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Streptomycetales_400645; f__Streptomycetaceae_400641; g__Streptomyces_400150; s__Streptomyces albolongus	0.9993176008377338
e11c6c0e657c6b2d618299b7cdc55b52	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Beijerinckiaceae; g__Microvirga; s__Microvirga guangxiensis	0.7315653911676901
9bd09fbf5605e1124e47e69581d6d146	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Microbacteriaceae	0.9997458740774168
a047097623663016b04dffc23b8bf387	d__Bacteria; p__Acidobacteriota; c__UBA6911; o__UBA6911; f__UBA6911; g__Gp18-AA60; s__Gp18-AA60 sp003225335	0.7872283653048588
1542b81bf5cf766742db3822f9974a67	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Streptosporangiales; f__Streptosporangiaceae; g__Bog-532; s__Bog-532 sp003164955	0.7545080899591287
f415647fbaeef6a6e7fdad0a5188c321	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Thiotrichales_608018; f__Thiotrichaceae_608018; g__Thiofilum; s__	0.9987960697185803
e7162bd5580ec2e4052ddbaa572fc41d	d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__GWC2-73-18; s__GWC2-73-18 sp001794945	0.9646589475834508
28527a4220517d464b4ad9d0b760038b	d__Bacteria	0.9940452101572645
d783f4c78a4204a5f4e9a2a9f46825cc	d__Bacteria; p__Nitrospirota_A_437815; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Palsa-1315; s__	0.9745771459692413
874b593738c8541785017f3f2988aa9e	d__Bacteria; p__Nitrospirota_A_437815; c__Thermodesulfovibrionia; o__Thermodesulfovibrionales; f__Dissulfurispiraceae; g__Dissulfurispira; s__Dissulfurispira thermophila	0.7443066495865857
2215fe7809ea5ef22defbf38ae86efdb	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales; f__SbA1; g__Gp1-AA122; s__Gp1-AA122 sp003225055	0.9661169349647616
27cbc16729a7f98b3094f99ab51cdf32	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__Dehalococcoidales; f__W498; g__W498; s__	0.9999703993408833
0e2d51c18a2516de2bfdae9f0b339bc6	d__Bacteria; p__Actinomycetota; c__Actinomycetes	0.9999947358937149
1011dc8f1a3c300de294dba1361bb100	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales; f__Acidobacteriaceae	0.9999907779056212
b0497e8f45a271e768dbb30c66eb3391	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae	0.9998947108319172
af5cad119cf3706fcce67d17b234900d	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales; f__SbA1; g__Gp1-AA122; s__Gp1-AA122 sp003225055	0.851206960264119
95d2ec2cd57a1d538500b31e781f0e2f	d__Bacteria	0.9999999999513912
7679414eb87e368bdc2c99da604e0ce0	d__Bacteria	0.9999999999538142
d6f22fb6d9a7019160d4fa8f4c3866b0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__JC017; s__JC017 sp004296775	0.7729942496954455
a929255dd04336aeabdd5bdb11fc93b8	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales; f__Acidobacteriaceae	0.999997434171949
65b4777eac8eb63be2fa5db94b857382	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Xanthobacteraceae	0.9998406813983585
dd585e08a94b05ad05a6039671cec0cf	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Jatrophihabitantaceae; g__MT45	0.7484258081651786
0489c7cd5db87b94a31208bc6e861b63	d__Bacteria; p__Armatimonadota; c__Abditibacteriia; o__Abditibacteriales; f__Abditibacteriaceae; g__Abditibacterium; s__Abditibacterium utsteinense	0.980142861869292
de85245e1452ea6e6f63c01809e6fdbc	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000	0.9262009459523146
5dd16faef6c535f4c73df5d3b0c912b3	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Roseisolibacter; s__Roseisolibacter agri	0.7006291464397753
70408fbdf94c7dfad8d1e9307a287ac6	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Xanthobacteraceae; g__P52-10; s__P52-10 sp000516555	0.9739568982830734
122470b5c6e4e5417f182b3c5bc52605	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Azospirillales_507929	0.938909647157064
bc640679e71e5b18601d9a825cd74d2a	d__Bacteria; p__Patescibacteria; c__ABY1; o__SG8-24; f__SG8-24	0.7112256695334263
d808fad253d68f7640e4e3bd49abcbc9	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__UBA2421; s__UBA2421 sp002343075	0.7949970815708363
17645a06ed6f48f1929f0c38a7d0e1f2	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__UBA10212; g__21-14-0-10-47-8-A; s__	0.8173069041290829
e6a02f21431b9bf610fb8a52a1e71e33	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__Aquisphaera	0.9675040786854832
3d2d54d46b95d902e284e51afaf0149b	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Acidoferrales; f__UBA7541; g__Acidoferrum	0.9714820644866516
8d5274f52a9feab5a5d21207b8850364	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9973; f__UBA2103; g__C7867-001; s__	0.9831672181731835
69139619ab4a0c1ba733afb064c5158d	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__Tepidiformales; f__Tepidiformaceae; g__Tepidiforma; s__	0.8534645747127497
f3ba4b4e9d65e6b3c086d71589e09b98	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Paceibacterales; f__Staskawiczbacteraceae; g__XYD1-FULL-39-28; s__XYD1-FULL-39-28 sp001822065	0.9965827432085058
f5620a35662aec18c988a95f6b6cccb4	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__UBA4665; g__UBA4729; s__UBA4729 sp002413865	0.9276234584844647
9ad1c625158be894509a3faf8e5f4efb	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Paceibacterales; f__Staskawiczbacteraceae	0.9998906860764083
5a39a5bdcec199c2ec1ec4106cec02dc	d__Bacteria; p__Actinomycetota	0.9998890010850701
e7072fe1973f9a429d8035ca9cec0612	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.9968768845487509
25a8b52ba9940e43d4e268e7204beab6	d__Bacteria	0.9719843298430264
48a3febac4b1a030ddf632c2e5f3c198	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales; f__Acidobacteriaceae; g__Paracidobacterium; s__	0.9335980729046017
be49d7a19f1553993ee66fdb5984358f	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales; f__SbA1; g__Gp1-AA122; s__Gp1-AA122 sp003225055	0.8086667911550398
8f1ba3224968c23ee9c5dbe24f8dd909	d__Bacteria; p__Chloroflexota	0.8073166150748098
479e3d70d16285ad2c9c5b99d9ebc47c	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Dermabacteraceae; g__Brachybacterium	0.9940816850631594
fc13173bf2d50224f4313e19fd3d3c16	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Acidoferrales; f__UBA7541; g__Palsa-295; s__	0.9015751560567175
c8cac11008ea4662050c77c5d67c73a0	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__UBA4664; f__UBA4664; g__UBA4664; s__UBA4664 sp002415345	0.9982334911969702
0f7b61668874dd57ef9f452668dd35ba	d__Bacteria; p__Bacteroidota; c__Kapaibacteriia; o__Kapaibacteriales; f__UBA961; g__UBA961; s__	0.998947251798821
5835067baf8361c2bff5f4c5a936c490	d__Bacteria; p__Actinomycetota; c__Acidimicrobiia_401430; o__IMCC26256; f__IMCC26256; g__SHUZ01; s__SHUZ01 sp009694415	0.9841826034969605
f4a855fbd9adffdb3a37f93e7a5a2cf0	d__Bacteria; p__Chloroflexota	0.7845626127643217
d5c6fc26233c3d2e271e2e1e8a4da44f	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Micropepsales; f__; g__; s__	0.7947246227980239
f3bf4987c9dfa3ecafc2eb2e6e63e6ef	d__Bacteria; p__Chloroflexota	0.7799637732236364
2dc74932d0080d13e3bc0388df914566	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9973; f__UBA2103; g__C7867-001; s__C7867-001 sp002429325	0.9998793048192666
525f059dc5dff688b18e355713d91253	d__Bacteria; p__Bacteroidota; c__UBA10030; o__UBA10030	0.8874250016354492
54df74ae11c5175ec6081397e4cd3e99	d__Bacteria	0.9986340493279808
f225714eb545ba9528afd016fa985b8e	d__Bacteria; p__Patescibacteria; c__Doudnabacteria; o__UBA920; f__UBA920; g__UBA920; s__	0.999982369904901
70f086c21bb4caf9037266d00cea40c9	d__Bacteria	0.9998459545792493
0729f45843353ff5f35ae83833e64446	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__GIF9; f__UBA5629; g__UBA1162; s__UBA1162 sp003142375	0.9999999977951007
2c90fdfae1c01b11ed33d2ce67a48b2b	d__Bacteria; p__Patescibacteria; c__Gracilibacteria_12420; o__Peribacterales; f__Peribacteraceae; g__VMFU01; s__VMFU01 sp007376205	0.9646224698771713
e6c83e467832733b42c2ca694450e4f5	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.999158834750421
8c9165fa20fd6a187f5acfa352e3e33a	d__Bacteria; p__Cyanobacteriota; c__Vampirovibrionia; o__Obscuribacterales; f__Obscuribacteraceae; g__SBAT01; s__SBAT01 sp005240105	0.9013668962610183
7fb70d8bff380b35ba6c97db0464f5e2	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae	0.9999035704062249
755881601168c8c3427c0325406ca578	d__Bacteria; p__Actinomycetota; c__Acidimicrobiia_401430; o__Acidimicrobiales; f__Aldehydirespiratoraceae; g__Aldehydirespirator	0.9388661751910427
fdea4fbee41427d161e1b97e411e521f	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Acidoferrales; f__UBA7541; g__Acidoferrum	0.9433371314397743
851396a945faa0a98c9dc19f6bfc934f	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae_486827	0.9883494118431975
5c8075307408caa37c8eb2ee321c8dff	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Rhizobiaceae	0.9967549009886573
cf2418bd1cbacedc4a7bf78410a939e1	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Micrococcaceae	0.9998762418132832
a6c1deee5af93bd45c7b4ad2fcf8af3c	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Acidoferrales; f__UBA7541; g__JAAFGT01; s__JAAFGT01 sp010365215	0.7728057433312647
20ca5149d80ae8ff79e059f1be82570e	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae; g__Bog-375	0.7248096448196036
3eb4f767db856943a4e9e902894b854b	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Thiotrichales_608018; f__Thiotrichaceae_608018; g__Thiofilum; s__	0.9999428242735227
c60df86740ecb383028fec2e39c9e9a4	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__GIF9; f__UBA5629; g__UBA1162; s__UBA1162 sp003142375	0.999999997709523
7da966bc321bf55619a516b3e910c4db	d__Bacteria; p__Patescibacteria; c__WWE3; o__UBA101185; f__UBA10185	0.9984780982238654
e5b34090b44c891670a90fd8e1bcc3e2	d__Bacteria; p__Actinomycetota; c__Acidimicrobiia_401430; o__Acidimicrobiales; f__RAAP-2; g__Bog-756; s__	0.9352996990244226
d81134ab880e8f8aac29ac0d43e27f16	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales; f__SbA1; g__Gp1-AA122; s__Gp1-AA122 sp003225055	0.8884066297862411
79d6a3e7ab59698afc552e27faf98c99	d__Bacteria	0.9999999999674459
00b1da3736c93383282b57b1395dbd7f	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Thiotrichales_608018; f__Thiotrichaceae_608018; g__Thiofilum; s__	0.9355843566931631
80ac1c5486b444f17def411bb7133b30	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Mycobacterium	0.99985962344543
6dc7a2c0228c0c74887e817ef1de8788	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__Tepidisphaera; s__	0.890901933918495
9231bc10e2f9df8cbbd80480b67272f8	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales	0.9942080354961802
95e69f00a690ee6b0e157e0cb4713bec	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia	0.9100752247840962
6942c7e93b20cc92a6997dfb2ebe5515	d__Bacteria	0.9998935391214918
c2eb9931a0de3b9ccabd492ff184ae6a	d__Bacteria; p__Chloroflexota	0.9508555589029246
aaa8f5a31baa3ff5f606e12bd35d0d43	d__Bacteria	0.9939298427465947
4a7e183ef8fd9d1e91a06c46ec4c4683	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales	0.9999866785176217
f404991dcd787c003204604f04faf330	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA6257; f__2-01-FULL-56-20	0.9993774934221767
aec496cc1618843d9050558bebdc97e6	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.9999997114526482
03508d41ef2fd12c9226570a37f8741a	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__UBA4665; g__UBA5150; s__UBA5150 sp002792275	0.9810939650436199
2dc18721c1c3feb75b24e58d7f406f36	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales	0.8918451760857651
0c70d9dd4d08c765a1b5811f78fa8e6d	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Microbacteriaceae	0.9998109244240612
58bc6327d43889c295c3b2b0acaf0ac8	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae_486827; g__Rhizorhabdus	0.7770545959340158
7c74198e4f62fb69122536353e53d98f	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Dermatophilaceae	0.999924549921972
53e37212bc80a4bb3d68c5f50123725b	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__Tundrisphaera; s__Tundrisphaera lichenicola	0.7889205257228985
e6fbe1f566fedff6989c67abe19c34fc	d__Bacteria; p__Actinomycetota; c__Acidimicrobiia_401430; o__Acidimicrobiales; f__RAAP-2; g__Bog-515; s__Bog-515 sp003155135	0.7859131933987995
d662f5e5eb76648cf3c85e387e3f73ef	d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Roseisolibacter; s__Roseisolibacter agri	0.7691075042030475
7c6745c2d8e52b04dcd270a63ea7ec85	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__UBA4665; g__BOG-1338; s__BOG-1338 sp003164595	0.9292195781489277
088c363f61448750384baa9c1fa42e14	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Beijerinckiaceae; g__Methylovirgula; s__Methylovirgula ligni	0.8081915428348746
9ab1c8c6430492919e3081cd9a81356c	d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__GWC2-73-18; s__	0.8501306136739716
0516757551bf725e78e16bcf97994e6c	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae; g__Palsa-187; s__	0.9759716351710335
829669c2d52e6bcc07971234da8874c0	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__UBA10212; g__UBA10212	0.9720771778854778
a5b191e15eba99f414fc378ec9f6d4b3	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.9855026888226142
c10d7153fc88e7f203121096eebcd8dc	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Acidoferrales; f__UBA7541; g__QHYU01; s__QHYU01 sp003224235	0.9345021809292134
939e82761b66f8c7d426bb97b75e7c67	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Micropepsales; f__Micropepsaceae; g__Rhizomicrobium	0.9921397709409925
afdb9a13efccb639ac71bb761fabc27c	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Azospirillales_507929; f__Azospirillaceae_507917; g__Deserticella; s__Deserticella xinjiangensis	0.8958205255679426
f2aedd0e14afa2d8c33bbd74d3c832d3	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9973; f__UBA2103; g__C7867-001; s__	0.9994404187767788
724dc38028f53e75170c5fccfd2f2737	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA6257; f__2-01-FULL-56-20	0.9998689069293132
bdda69a7d9a962e44ea4b3ecc77da06a	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__UBA4665	0.7029952306899697
55586c3f7e33b66bb90e037cfa19cc2e	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Methylopilaceae	0.893404975373339
b58dc006538283f255152e8ed95b764d	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae; g__Palsa-89; s__	0.8296269824935241
f453cee484f736e6f1c1c3e56b8ea73f	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Mycobacterium	0.9997584456053937
d30078db184ce08411c11f1e73338268	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Paceibacterales; f__Staskawiczbacteraceae; g__XYD1-FULL-39-28; s__XYD1-FULL-39-28 sp001822065	0.937497569452197
fa8a7dc1148d1428bddef5026d5b2176	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Beijerinckiaceae; g__Chelatococcus_A_503514	0.9910868892718814
c57caa51ea8334ecae1ddc727184e7cb	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Mucilaginibacter_A; s__Mucilaginibacter_A sp001636615	0.9625891000235836
38c747ed1076fb4f1cc5e6164f42f4b8	d__Bacteria	0.9995010506727324
681f6a550f385b93ed8cd78a3014c589	d__Bacteria; p__Planctomycetota; c__Phycisphaerae	0.9702325186214418
22cc82dca6995ee77f148b1a3c4e7591	d__Bacteria; p__Actinomycetota; c__Acidimicrobiia_401430; o__IMCC26256; f__PALSA-555; g__SHUY01; s__	0.7726171822980584
3518d821c135591b45bee9b23b47080a	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__Dehalococcoidales; f__SURF-40; g__SURF-40; s__SURF-40 sp003599745	0.8121988256805166
f72e56e3b78fed72f5e75cd014eb78e3	d__Bacteria; p__Chloroflexota; c__Limnocylindria; o__Limnocylindrales; f__CSP1-4; g__GWC2-73-18; s__GWC2-73-18 sp001794945	0.9404990434565556
6370635ca5033d10944323838775cb02	d__Bacteria; p__Patescibacteria	0.8753039610593603
4e52602ffde47a93f7e5c30e3e7f4e5e	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__UBA4665; g__GCA-2746885; s__	0.9793137996292618
a06ab5c36c39ce58642d1f60402bd40e	d__Bacteria; p__Chloroflexota; c__Dehalococcoidia; o__Dehalococcoidales; f__SURF-40; g__SURF-40; s__SURF-40 sp003599745	0.8739346877765737
